# name         phase        index
snPTF09cnd     -28.5248     -35.6000
snPTF09cnd     -25.3464     -36.0000
snPTF09cnd     -18.1950     -49.2000
snPTF09cnd     -1.50849     -47.2000
snPTF09cnd      4.84828     -95.8000
snPTF09cnd      19.9456     -27.0000
snPTF09cnd      23.9186     -110.600
snPTF09cnd      28.6862     -130.200
snPTF09cnd      94.6377     -522.200
snPTF09cnd      116.886     -626.200
snPTF09cwl     -7.48153     -56.0000
snPTF09cwl      13.9968     -147.000
snPTF09cwl      31.7719     -168.800
snPTF09cwl      78.4317     -762.000
snPTF09cwl      118.426     -312.600
snPTF11dij      0.00000     -71.8000
snPTF11dij      1.74978     -82.0000
snPTF11dij      12.2485     -583.600
snPTF11dij      18.3727     -385.600
snPTF11dij      23.6220     -869.800
snPTF11dij      45.4943     -661.200
snPTF11rks     -11.7410     -139.600
snPTF11rks     -8.38645     -105.200
snPTF11rks      6.70916     -1624.60
snPTF11rks      42.7709     -72.0000
snPTF11rks      156.827      163.400
snPTF12dam     -24.3792     -26.6000
snPTF12dam     -23.4763     -21.0000
snPTF12dam     -2.70880     -200.200
snPTF12dam     0.902935     -18.4000
snPTF12dam      21.6704     -90.4000
snPTF12dam      57.7878     -424.000
snPTF12dam      154.402     -156.000
sn2005ap     -2.80549     -29.8000
sn2005ap      4.20823     -36.6000
sn2006oz     -19.6221     -8.60000
sn2007bi      49.6498     -999.800
sn2010gx     -4.47118     -12.8000
sn2010gx     -5.28412     -26.2000
sn2010gx      3.65824     -68.2000
sn2010gx      10.1618     -55.8000
sn2010gx      20.7300     -1184.40
sn2010gx      28.8594     -1436.20
sn2010gx      56.4995     -390.000
sn2011ke      3.49987     -116.200
sn2011ke      9.62464     -202.200
sn2011ke      18.3743     -673.800
sn2011ke      25.3740     -499.400
sn2011ke      33.2488     -607.600
sn2011ke      39.3735     -372.800
sn2011kf      24.0964     -702.000
sn2011kf      50.6024      116.200
sn2012il      15.3191     -68.8000
sn2012il      43.4043     -363.200
sn2012il      55.3192     -277.600
sn2013dg      3.55731     -13.2000
snLSQ12dlf      6.40000     -69.8000
snLSQ12dlf      8.00000     -133.200
snLSQ12dlf      15.2000     -778.200
snLSQ12dlf      20.0000     -1593.60
snLSQ12dlf      32.8000     -1384.80
snLSQ12dlf      43.2000     -1004.20
snPTF11rks    -0.838645     -626.000
snPTF11rks      5.87051     -1427.80
snPTF11rks      13.4183     -1635.40
snPTF11rks      44.4482     -220.800
snPTF12dam     -8.12641     -41.8000
snPTF12dam     -14.4470     -49.2000
snPTF12dam     -20.7675     -38.6000
snPTF12dam     -21.6704     -24.0000
snPTF12dam     -22.5734     -34.6000
snPTF12dam      3.61174     -29.6000
snPTF12dam      7.22348     -5.80000
snPTF12dam      10.8352     -54.0000
snPTF12dam      27.0880     -98.4000
snPTF12dam      47.8555     -212.600
snPTF12dam      57.7878     -462.000
snPTF12dam      87.5847     -226.400
snPTF12dam      165.237     -589.800
snSSS120810      8.73702     -26.8000
snSSS120810      9.60208     -49.8000
snSSS120810      14.7924     -86.2000
snSSS120810      33.8235     -848.600
snSSS120810      40.7439     -691.000
snSSS120810      58.9100     -511.200
