# name         phase        index
sn1997ef      11.1683     -1025.20
sn1997ef      10.1799     -1002.20
sn1997ef      9.19157     -960.600
sn1997ef      6.22655     -581.000
sn1997ef      5.33704     -474.800
sn1997ef      4.34870     -508.000
sn1997ef      3.45919     -455.000
sn1997ef      1.38368     -323.000
sn1997ef      28.0689     -1028.60
sn1997ef      29.0572     -1098.20
sn1997ef      31.0339     -1018.80
sn1997ef      32.1211     -1129.00
sn1997ef      33.9001     -1131.00
sn1997ef      34.9873     -1210.00
sn1997ef      36.8651     -1064.60
sn1997ef      41.9057     -568.400
sn1997ef      61.5736     -576.600
sn1997ef      47.7000     -330.600
sn1997ef      90.3344     -175.000
sn1997ef      95.1772     -86.8000
sn1997ef      104.000     -42.4000
sn1998bw    -0.694100     -196.600
sn1998bw     -1.68567     -410.800
sn1998bw     -2.67724     -235.600
sn1998bw     -5.15617     -182.400
sn1998bw     -6.54437     -53.2000
sn1998bw      1.18989     -294.800
sn1998bw      3.37134     -431.400
sn1998bw      4.36292     -550.200
sn1998bw      6.34606     -768.000
sn1998bw      9.32077     -894.800
sn1998bw      11.3039     -1094.00
sn1998bw      12.2955     -1046.80
sn1998bw      13.6837     -985.200
sn1998bw      19.7323     -690.000
sn1998bw      22.1120     -1129.80
sn1998bw      29.4497     -1015.60
sn1998bw      44.8190     -1253.60
sn1998bw      51.7600     -1166.80
sn1998bw      63.6589     -1219.60
sn1998bw      124.145     -88.0000
sn1998bw      199.306     -17.6000
sn2002ap      2.09559     -728.400
sn2002ap      1.09769     -598.200
sn2002ap    0.0997898     -626.200
sn2002ap      3.09348     -817.600
sn2002ap      4.98949     -923.800
sn2002ap      6.08718     -1011.80
sn2002ap      7.08507     -785.200
sn2002ap      7.98318     -964.600
sn2002ap      9.08087     -718.400
sn2002ap      14.0704     -555.600
sn2002ap      14.9685     -830.800
sn2002ap      28.0409     -892.800
sn2002ap      28.9390     -360.400
sn2002ap      32.0325     -965.400
sn2002ap      32.9306     -445.800
sn2002ap      121.744     -10.2000
sn2002ap      130.725     -13.0000
sn2002ap      151.182     -5.80000
sn2002ap      154.674      0.00000
sn2002ap      157.169     -3.60000
sn2002ap      183.613      5.40000
sn2003jd      1.17788     -709.600
sn2003jd     0.196313     -400.200
sn2003jd    -0.785250     -311.000
sn2003jd     -1.66866     -210.600
sn2003jd      2.15944     -645.200
sn2003jd      19.7294     -965.400
sn2003jd      20.7110     -917.000
sn2003jd      22.6741     -906.400
sn2003jd      23.6557     -915.400
sn2003jd      24.6372     -1029.80
sn2003jd      27.6801     -1029.60
sn2003jd      28.5635     -973.000
sn2003jd      34.5510     -1024.20
sn2003jd      47.2132     -1185.20
sn2003jd      48.1947     -1171.20
sn2003jd      49.1763     -1176.60
sn2003jd      50.1579     -1100.40
sn2003jd      52.1210     -1174.20
sn2003jd      55.1638     -1156.40
sn2003jd      56.0472     -1363.20
sn2003jd      61.9366     -1237.60
sn2003jd      73.7154     -1131.80
sn2006aj    0.0968054     -618.200
sn2006aj    -0.871249     -461.200
sn2006aj     -2.71055     -228.800
sn2006aj     -3.67861     -120.000
sn2006aj     -4.74347     -113.800
sn2006aj     -5.71152     -124.800
sn2006aj      2.03291     -1057.40
sn2006aj      3.00097     -902.200
sn2006aj      198.742     -19.6000
sn2007D     -3.81183     -677.800
sn2007bg      4.06190     -609.400
sn2007ru      3.05277     -1058.60
sn2007ru    0.0984766     -756.400
sn2007ru      38.5043     -1051.40
sn1990B      4.00000     -308.600
sn1990B      21.8000     -284.800
sn1990B      38.7000     -289.800
sn1990B      64.5000     -214.800
sn1990B      71.5000     -144.200
sn1990B      100.200     -38.4000
sn1994I    -0.698926     -1441.80
sn1994I     -1.59755     -1450.20
sn1994I     -3.40000     -1543.80
sn1994I     -3.69432     -1451.80
sn1994I     -5.40000     -1624.20
sn1994I     -5.59141     -1337.20
sn1994I      1.29801     -1342.80
sn1994I      2.49616     -1057.00
sn1994I      2.60000     -1212.40
sn1994I      5.60000     -735.600
sn1994I      8.60000     -630.200
sn1994I      10.6000     -398.200
sn1994I      21.3672     -922.200
sn1994I      22.3656     -935.800
sn1994I      23.3641     -953.000
sn1994I      24.2627     -1019.60
sn1994I      24.6000     -838.200
sn1994I      26.1598     -1050.00
sn1994I      28.2566     -1239.40
sn1994I      30.2535     -1168.80
sn1994I      31.6000     -880.200
sn1994I      32.6000     -623.400
sn1994I      33.5000     -566.200
sn1994I      36.1445     -1349.00
sn1994I      37.1429     -1363.00
sn1994I      38.2412     -1029.40
sn1994I      40.1383     -1197.60
sn1994I      54.5000     -458.800
sn1994I      56.2136     -96.2000
sn1994I      67.5000     -58.6000
sn1994I      95.5000     -23.8000
sn1994I      116.400     -2.80000
sn1994I      145.400     -21.8000
sn2004aw      3.34709     -1393.40
sn2004aw      2.26421     -1618.00
sn2004aw     0.984439     -1529.60
sn2004aw     0.295332     -1594.20
sn2004aw     -1.67355     -1367.40
sn2004aw      4.33153     -1411.80
sn2004aw      4.92220     -1295.00
sn2004aw      5.90664     -1170.00
sn2004aw      7.18641     -1083.00
sn2004aw      7.87551     -938.000
sn2004aw      14.7666     -823.000
sn2004aw      20.6732     -550.000
sn2004aw      21.6577     -538.400
sn2004aw      25.5954     -576.800
sn2004aw      27.5643     -470.600
sn2004aw      28.5487     -393.800
sn2004aw      29.5332     -186.400
sn2004aw      29.9270     -594.400
sn2004aw      34.4554     -408.400
sn2004aw      43.3153     -777.800
sn2004aw      49.2220     -292.600
sn2004aw      51.4862     -789.800
sn2004aw      62.0197     -112.800
sn2004aw      63.9886     -314.600
sn2004dn      31.0165     -708.200
sn2004dn      34.0787     -331.000
sn2004dn      52.7479     -510.000
sn2004dn      54.7234     -169.600
sn2004fe      2.16169     -1519.40
sn2004fe      1.17911     -1631.60
