# name         phase        index
sn2004fe     -2.75125     -1668.00
sn2004fe     -3.83210     -1855.80
sn2004fe     -4.91294     -1572.60
sn2004fe      3.14428     -1562.00
sn2004fe      4.12687     -1700.40
sn2004fe      5.10946     -1245.20
sn2004fe      10.9067     -967.600
sn2004ge      6.29349     -256.600
sn2005az     -2.77620     -1306.40
sn2005az     -4.75920     -1276.80
sn2005az     -6.64305     -1223.80
sn2005az     -8.62605     -1377.80
sn2005az     -9.61755     -1551.00
sn2005az    -0.694050     -1203.60
sn2005az      2.28045     -1074.80
sn2005az      15.1699     -497.600
sn2005az      17.1529     -388.600
sn2005az      20.0283     -349.400
sn2005az      22.1104     -438.400
sn2005az      23.9943     -418.200
sn2005az      26.0764     -400.400
sn2005az      28.0594     -530.800
sn2005az      29.0509     -539.400
sn2005az      30.1416     -607.200
sn2005az      31.0339     -532.600
sn2005az      46.7988     -798.400
sn2005az      54.7308     -579.600
sn2005az      59.7874     -696.800
sn2005az      62.6628     -230.800
sn2005az      84.4758     -58.2000
sn2005kl      3.48851      56.0000
sn2005kl      15.4491     -93.0000
sn2005kl      77.2456     -32.0000
sn2005mf     -1.55831     -1422.00
sn2005mf     -2.53225     -1333.20
sn2005mf      4.28534     -1213.20
sn2005mf      7.10977     -965.800
sn2007cl      1.36964     -881.200
sn2007gr    -0.500000     -1386.60
sn2007gr     -3.50000     -1380.60
sn2007gr     -4.50000     -1076.20
sn2007gr     -5.50000     -1317.20
sn2007gr     -6.50000     -1152.20
sn2007gr     -8.50000     -1024.60
sn2007gr     -9.50000     -904.600
sn2007gr      4.50000     -899.800
sn2007gr      5.49099     -870.000
sn2007gr      6.38952     -861.000
sn2007gr      7.48772     -737.200
sn2007gr      8.38625     -562.000
sn2007gr      11.5000     -686.000
sn2007gr      14.5000     -289.400
sn2007gr      18.5000     -241.600
sn2007gr      34.4000     -517.600
