# name         phase        index
snPTF09cnd     -28.5248     -71.8000
snPTF09cnd     -25.3464     -80.6000
snPTF09cnd     -18.1950     -66.8000
snPTF09cnd     -1.50849     -45.0000
snPTF09cnd      4.84828     -36.2000
snPTF09cnd      19.9456     -15.2000
snPTF09cnd      23.9186     -79.8000
snPTF09cnd      28.6862     -19.4000
snPTF09cnd      94.6377     -285.400
snPTF09cnd      116.886     -39.2000
snPTF09cwl     -7.48153     -67.8000
snPTF09cwl      13.9968     -51.6000
snPTF09cwl      31.7719     -84.8000
snPTF09cwl      78.4317     -26.6000
snPTF09cwl      118.426     -79.2000
snPTF11dij      0.00000     -23.6000
snPTF11dij      1.74978     -9.00000
snPTF11dij      12.2485     -153.600
snPTF11dij      18.3727     -149.400
snPTF11dij      23.6220     -304.600
snPTF11dij      45.4943     -680.400
snPTF11rks     -11.7410     -74.6000
snPTF11rks     -8.38645     -39.4000
snPTF11rks      6.70916     -143.200
snPTF11rks      42.7709     -76.2000
snPTF11rks      156.827      144.400
snPTF12dam     -24.3792     -24.8000
snPTF12dam     -23.4763     -32.2000
snPTF12dam     -2.70880      19.4000
snPTF12dam     0.902935     -28.2000
snPTF12dam      21.6704     -36.2000
snPTF12dam      57.7878     -336.600
snPTF12dam      154.402     -20.6000
sn2005ap     -2.80549     -78.4000
sn2005ap      4.20823     -43.0000
sn2006oz     -19.6221     -35.6000
sn2007bi      49.6498     -157.800
sn2010gx     -4.47118     -50.8000
sn2010gx     -5.28412     -39.0000
sn2010gx      3.65824     -33.8000
sn2010gx      10.1618     -32.6000
sn2010gx      20.7300     -27.6000
sn2010gx      28.8594     -142.200
sn2010gx      56.4995     -112.400
sn2011ke      3.49987     -39.4000
sn2011ke      9.62464     -74.0000
sn2011ke      18.3743     -179.200
sn2011ke      25.3740     -412.600
sn2011ke      33.2488     -472.000
sn2011ke      39.3735     -102.600
sn2011kf      24.0964     -131.000
sn2011kf      50.6024     -39.4000
sn2012il      15.3191     -51.4000
sn2012il      43.4043     -52.2000
sn2012il      55.3192     -9.80000
sn2013dg      3.55731     -10.6000
snLSQ12dlf      6.40000     -17.2000
snLSQ12dlf      8.00000     -42.0000
snLSQ12dlf      15.2000     -61.2000
snLSQ12dlf      20.0000     -277.600
snLSQ12dlf      32.8000     -172.200
snLSQ12dlf      43.2000     -158.600
snPTF11rks    -0.838645     -30.2000
snPTF11rks      5.87051     -237.800
snPTF11rks      13.4183     -297.400
snPTF11rks      44.4482     -95.4000
snPTF12dam     -8.12641     -27.2000
snPTF12dam     -14.4470     -42.8000
snPTF12dam     -20.7675     -33.4000
snPTF12dam     -21.6704     -41.0000
snPTF12dam     -22.5734     -47.6000
snPTF12dam      3.61174     -29.6000
snPTF12dam      7.22348     -42.0000
snPTF12dam      10.8352      5.60000
snPTF12dam      27.0880     -63.2000
snPTF12dam      47.8555     -129.000
snPTF12dam      57.7878     -110.800
snPTF12dam      87.5847     -127.000
snPTF12dam      165.237     -27.2000
snSSS120810      8.73702     -43.2000
snSSS120810      9.60208     -32.4000
snSSS120810      14.7924     -12.0000
snSSS120810      33.8235     -405.400
snSSS120810      40.7439     -305.800
snSSS120810      58.9100     -378.200
