# name         phase        index
sn2005az      22.1104     -299.400
sn2005az      23.9943     -245.000
sn2005az      26.0764     -281.800
sn2005az      28.0594     -268.000
sn2005az      29.0509     -281.000
sn2005az      30.1416     -257.600
sn2005az      31.0339     -244.200
sn2005az      46.7988     -134.200
sn2005az      54.7308     -90.4000
sn2005az      59.7874     -68.6000
sn2005az      62.6628     -69.4000
sn2005az      84.4758     -216.400
sn2005kl      3.48851     -94.0000
sn2005kl      15.4491     -335.400
sn2005kl      77.2456     -422.200
sn2005mf     -1.55831     -58.2000
sn2005mf     -2.53225     -47.8000
sn2005mf      4.28534     -73.2000
sn2005mf      7.10977     -113.400
sn2007cl      1.36964     -45.6000
sn2007gr    -0.500000     -205.800
sn2007gr     -3.50000     -159.000
sn2007gr     -4.50000     -85.6000
sn2007gr     -5.50000     -59.0000
sn2007gr     -6.50000     -26.8000
sn2007gr     -8.50000     -43.8000
sn2007gr     -9.50000     -45.4000
sn2007gr      4.50000     -41.8000
sn2007gr      5.49099     -86.8000
sn2007gr      6.38952     -111.000
sn2007gr      7.48772     -86.2000
sn2007gr      8.38625     -71.6000
sn2007gr      11.5000     -112.000
sn2007gr      14.5000     -182.800
sn2007gr      18.5000     -129.000
sn2007gr      34.4000     -177.000
