# name         phase        index
sn1993ac      6.90000      671.000
sn1993ac      10.8000      299.800
sn1994M      1.60000      927.400
sn1994M      2.60000      957.200
sn1994M      3.70000      926.600
sn1994M      4.70000      938.800
sn1994M      5.60000      919.400
sn1994M      6.60000      925.200
sn1994M      11.5000      241.200
sn1994M      12.5000      325.800
sn1994M      39.8000      339.800
sn1994T    -0.200000      979.800
sn1994T     0.800000      259.200
sn1994T      1.70000      991.600
sn1994T      4.70000      523.400
sn1995al      6.40000      718.400
sn1995al      8.40000      401.800
sn1995al      10.4000      330.400
sn1995al      13.3000      294.600
sn1995al      15.4000      332.000
sn1995al      16.3000      347.600
sn1995al      18.3000      340.000
sn1995al      19.3000      437.200
sn1995al      25.2000      411.800
sn1995al      44.1000      517.600
sn1995al      67.9000      523.200
sn1995al      93.7000      303.000
sn1996Z      4.10000      681.800
sn1996Z      6.10000      403.400
sn1996Z      8.10000      289.600
sn1996Z      10.1000      333.600
sn1996Z      14.1000      282.600
sn1996Z      23.0000      392.800
sn1996bo      3.20000      874.200
sn1996bo      5.10000      509.000
sn1996bo      7.00000      329.600
sn1996bo      9.10000      281.200
sn1996bo      11.1000      296.200
sn1997E     -3.70000      841.800
sn1997E      11.1000      289.000
sn1997E      20.0000      399.200
sn1997E      40.6000      474.200
sn1997bp    -0.200000      922.400
sn1997bp     -1.20000      937.200
sn1997bp     -3.10000      897.400
sn1997bp     0.800000      916.200
sn1997bp      1.80000      948.200
sn1997bp      2.80000      884.600
sn1997bp      3.80000      766.600
sn1997bp      18.6000      290.000
sn1997bp      27.4000      362.600
sn1997bp      31.5000      282.400
sn1997bp      49.3000      374.000
sn1997bp      54.2000      389.400
sn1997bp      60.2000      414.800
sn1997bq     -5.60000      891.200
sn1997bq     -6.60000      855.400
sn1997bq     -7.70000      861.400
sn1997bq     -8.70000      858.000
sn1997bq     -9.70000      854.000
sn1997bq     -10.7000      842.800
sn1997bq     -11.7000      816.200
sn1997bq      9.20000      230.400
sn1997bq      11.2000      257.400
sn1997bq      12.2000      219.000
sn1997bq      19.1000      315.200
sn1997bq      40.9000      275.000
sn1997bq      46.8000      439.400
sn1997do     -6.50000      863.000
sn1997do     -7.50000      824.600
sn1997do     -10.6000      728.000
sn1997do     -11.5000      593.400
sn1997do      8.30000      394.800
sn1997do      10.2000      401.800
sn1997do      11.2000      339.800
sn1997do      12.1000      326.200
sn1997do      14.3000      307.600
sn1997do      15.3000      320.200
sn1997do      20.0000      319.200
sn1997do      21.0000      502.800
sn1997do      47.8000      311.800
sn1998dh    -0.500000      856.800
sn1998dh     -3.50000      866.400
sn1998dh     -5.40000      866.200
sn1998dh     -7.40000      880.800
sn1998dh     -8.40000      893.200
sn1998dh     -9.40000      901.200
sn1998dh      36.2000      426.800
sn1998dh      40.1000      491.000
sn1998dh      43.1000      500.400
sn1998dh      45.0000      542.600
sn1998ec     -2.90000      873.200
sn1998ec     -3.90000      884.800
sn1998ec      11.7000      313.200
sn1998ec      19.6000      346.600
sn1998ec      25.5000      463.800
sn1998ec      38.3000      379.800
sn1998ef     -3.50000      910.000
sn1998ef     -4.50000      937.800
sn1998ef      1.40000      893.200
sn1998ef      18.0000      235.600
sn1999cc    -0.200000      869.400
sn1999cc     -1.20000      861.400
sn1999cc     -3.10000      852.400
sn1999cc      1.70000      859.400
sn1999cc      18.2000      318.800
sn1999cc      23.0000      366.600
sn1999cc      24.9000      327.000
sn1999cl     -1.30000      361.800
sn1999cl     -2.30000      339.200
sn1999cl     -3.30000      458.400
sn1999cl     -4.20000      410.600
sn1999cl     -5.20000      425.000
sn1999cl     -7.30000      228.600
sn1999cl     -8.20000      277.000
sn1999cl     0.700000      164.600
sn1999cl      4.60000      78.0000
sn1999cl      7.60000      235.000
sn1999cl      37.4000      366.600
sn1999ej     -1.80000      872.600
sn1999ej      1.10000      841.600
sn1999ej      3.10000      805.400
sn1999ej      8.10000      378.800
sn1999ej      11.0000      309.200
sn1999gh      5.50000      557.000
sn1999gh      6.50000      475.200
sn1999gh      8.40000      314.200
sn1999gh      9.40000      343.400
sn1999gh      11.4000      420.200
sn1999gh      12.4000      409.400
sn1999gh      28.2000      391.400
sn1999gh      34.2000      425.400
sn1999gh      36.2000      447.000
sn1999gh      40.1000      441.400
sn1999gh      42.1000      442.000
sn1999gh      65.8000      369.200
sn1999gh      70.8000      364.000
sn1999gh      72.7000      344.000
sn2000cf      2.90000      826.200
sn2000cf      3.90000      788.200
sn2000cf      14.5000      289.400
sn2000cf      16.5000      319.800
sn2000cf      24.1000      518.200
