# name         phase        index
sn1994I      31.6000     -27.6000
sn1994I      32.6000     -8.40000
sn1994I      33.5000     -4.60000
sn1994I      36.1445     -7.40000
sn1994I      37.1429     -29.6000
sn1994I      38.2412     -1.00000
sn1994I      40.1383     -29.0000
sn1994I      54.5000     -66.2000
sn1994I      56.2136     -85.2000
sn1994I      67.5000     -103.800
sn1994I      95.5000     -205.200
sn1994I      116.400     -67.2000
sn1994I      145.400     -258.400
sn2004aw      3.34709     -19.8000
sn2004aw      2.26421     -19.2000
sn2004aw     0.984439     -17.6000
sn2004aw     0.295332     -11.2000
sn2004aw     -1.67355     -6.60000
sn2004aw      4.33153     -24.2000
sn2004aw      4.92220     -16.2000
sn2004aw      5.90664     -36.0000
sn2004aw      7.18641     -23.2000
sn2004aw      7.87551     -21.8000
sn2004aw      14.7666     -16.2000
sn2004aw      20.6732     -12.6000
sn2004aw      21.6577     -8.60000
sn2004aw      25.5954     -10.8000
sn2004aw      27.5643     -16.2000
sn2004aw      28.5487     -15.4000
sn2004aw      29.5332     -3.40000
sn2004aw      29.9270     -21.4000
sn2004aw      34.4554     -24.0000
sn2004aw      43.3153     -49.0000
sn2004aw      49.2220     -66.2000
sn2004aw      51.4862     -59.2000
sn2004aw      62.0197     -72.4000
sn2004aw      63.9886     -77.6000
sn2004dn      31.0165     -21.2000
sn2004dn      34.0787     -53.4000
sn2004dn      52.7479     -67.4000
sn2004dn      54.7234     -72.0000
sn2004fe      2.16169     -12.8000
sn2004fe      1.17911     -11.8000
sn2004fe     -2.75125     -25.0000
sn2004fe     -3.83210     -18.2000
sn2004fe     -4.91294     -24.0000
sn2004fe      3.14428     -11.4000
sn2004fe      4.12687      2.40000
sn2004fe      5.10946     -3.40000
sn2004fe      10.9067     -13.0000
sn2004ge      6.29349      16.2000
sn2005az     -2.77620     -22.6000
sn2005az     -4.75920     -16.4000
sn2005az     -6.64305     -20.2000
sn2005az     -8.62605     -16.4000
sn2005az     -9.61755     -8.00000
sn2005az    -0.694050     -19.2000
sn2005az      2.28045     -22.6000
sn2005az      15.1699     -29.4000
sn2005az      17.1529     -24.8000
sn2005az      20.0283     -24.0000
sn2005az      22.1104     -20.2000
sn2005az      23.9943     -29.4000
sn2005az      26.0764     -29.8000
sn2005az      28.0594     -43.4000
sn2005az      29.0509     -35.4000
sn2005az      30.1416     -45.0000
sn2005az      31.0339     -39.0000
sn2005az      46.7988     -69.0000
sn2005az      54.7308     -74.2000
sn2005az      59.7874     -83.4000
sn2005az      62.6628     -91.0000
sn2005az      84.4758     -57.6000
sn2005kl      3.48851      30.4000
sn2005kl      15.4491     -7.20000
sn2005kl      77.2456     -88.6000
sn2005mf     -1.55831     -27.2000
sn2005mf     -2.53225     -30.4000
sn2005mf      4.28534     -30.0000
sn2005mf      7.10977     -30.0000
sn2007cl      1.36964     -36.4000
sn2007gr    -0.500000     -25.2000
sn2007gr     -3.50000     -21.0000
sn2007gr     -4.50000     -28.4000
sn2007gr     -5.50000     -27.4000
sn2007gr     -6.50000     -39.2000
sn2007gr     -8.50000     -29.4000
sn2007gr     -9.50000     -50.0000
sn2007gr      4.50000     -35.8000
sn2007gr      5.49099     -31.4000
sn2007gr      6.38952     -33.6000
sn2007gr      7.48772     -32.0000
sn2007gr      8.38625     -37.2000
sn2007gr      11.5000     -49.8000
sn2007gr      14.5000     -48.2000
sn2007gr      18.5000     -64.6000
sn2007gr      34.4000     -62.4000
