# name         phase        index
snPTF09cnd     -28.5248      24.0000
snPTF09cnd     -25.3464      16.2000
snPTF09cnd     -18.1950      17.4000
snPTF09cnd     -1.50849      21.4000
snPTF09cnd      4.84828      6.40000
snPTF09cnd      19.9456     -6.20000
snPTF09cnd      23.9186     -6.40000
snPTF09cnd      28.6862      4.80000
snPTF09cnd      94.6377      1.60000
snPTF09cnd      116.886      2.60000
snPTF09cwl     -7.48153      18.8000
snPTF09cwl      13.9968     0.200000
snPTF09cwl      31.7719     -13.6000
snPTF09cwl      78.4317      1.60000
snPTF09cwl      118.426     -5.80000
snPTF11dij      0.00000      3.20000
snPTF11dij      1.74978     -1.60000
snPTF11dij      12.2485     -23.4000
snPTF11dij      18.3727      5.20000
snPTF11dij      23.6220      6.20000
snPTF11dij      45.4943      7.20000
snPTF11rks     -11.7410      14.8000
snPTF11rks     -8.38645      10.8000
snPTF11rks      6.70916     -4.80000
snPTF11rks      42.7709      3.20000
snPTF11rks      156.827     -168.600
snPTF12dam     -24.3792      13.2000
snPTF12dam     -23.4763      19.0000
snPTF12dam     -2.70880     -33.0000
snPTF12dam     0.902935      4.20000
snPTF12dam      21.6704      8.60000
snPTF12dam      57.7878      6.40000
snPTF12dam      154.402     -2.00000
sn2005ap     -2.80549      5.40000
sn2005ap      4.20823      19.2000
sn2006oz     -19.6221      39.4000
sn2007bi      49.6498      10.4000
sn2010gx     -4.47118      20.4000
sn2010gx     -5.28412      39.2000
sn2010gx      3.65824      14.2000
sn2010gx      10.1618      3.20000
sn2010gx      20.7300     -4.80000
sn2010gx      28.8594      6.40000
sn2010gx      56.4995     -3.00000
sn2011ke      3.49987      1.60000
sn2011ke      9.62464     -1.20000
sn2011ke      18.3743      18.0000
sn2011ke      25.3740     0.600000
sn2011ke      33.2488      9.00000
sn2011ke      39.3735      18.8000
sn2011kf      24.0964      4.40000
sn2011kf      50.6024     -35.0000
sn2012il      15.3191      10.6000
sn2012il      43.4043      5.00000
sn2012il      55.3192     -59.0000
sn2013dg      3.55731      28.4000
snLSQ12dlf      6.40000      15.4000
snLSQ12dlf      8.00000     -1.40000
snLSQ12dlf      15.2000     -1.40000
snLSQ12dlf      20.0000      1.80000
snLSQ12dlf      32.8000      2.80000
snLSQ12dlf      43.2000      3.80000
snPTF11rks    -0.838645      2.40000
snPTF11rks      5.87051      8.60000
snPTF11rks      13.4183     -1.60000
snPTF11rks      44.4482     -17.4000
snPTF12dam     -8.12641      18.4000
snPTF12dam     -14.4470      16.8000
snPTF12dam     -20.7675      9.60000
snPTF12dam     -21.6704      3.80000
snPTF12dam     -22.5734      9.60000
snPTF12dam      3.61174     0.400000
snPTF12dam      7.22348      0.00000
snPTF12dam      10.8352     -19.4000
snPTF12dam      27.0880     -7.20000
snPTF12dam      47.8555      9.40000
snPTF12dam      57.7878      5.20000
snPTF12dam      87.5847      3.80000
snPTF12dam      165.237      2.00000
snSSS120810      8.73702      21.6000
snSSS120810      9.60208      12.4000
snSSS120810      14.7924     -1.40000
snSSS120810      33.8235      11.2000
snSSS120810      40.7439     -25.4000
snSSS120810      58.9100     -2.00000
