# name         phase        index
sn2006jc      2.98338      3.80000
sn2006jc      6.96123     -102.200
sn2006jc      8.95015     -103.600
sn2006jc      10.4418      1.60000
sn2006jc      11.4363     -2.80000
sn2006jc      12.4308      1.40000
sn2006jc      13.4252     -4.20000
sn2006jc      14.4197     -10.0000
sn2006jc      14.9169     -18.2000
sn2006jc      15.9114     -47.0000
sn2006jc      17.9003     -21.8000
sn2006jc      20.3864     -5.60000
sn2006jc      22.3754     -4.40000
sn2006jc      23.3698     -8.00000
sn2006jc      31.8227     -23.0000
sn2006jc      33.3144      6.20000
sn2006jc      36.2978      15.4000
sn2006jc      38.1873      9.60000
sn2006jc      41.2701      14.6000
sn2006jc      45.2480      19.0000
sn2006jc      50.1208      17.6000
sn2006jc      64.1427      17.0000
sn2006jc      65.6344      71.4000
sn2006jc      67.1261      34.2000
sn2006jc      68.0211      38.8000
sn2006jc      73.0929      22.2000
sn2006jc      77.5679      40.0000
sn2006jc      121.324      7.20000
sn2005la      4.90886     -78.8000
sn2005la      5.39974     -86.0000
sn2005la      6.38152     -54.0000
sn2005la      7.36329     -56.8000
sn2005la      8.34506      5.00000
sn2005la      9.81772      4.80000
sn2005la      10.7995     -54.2000
sn2005la      22.5808     -19.8000
sn2007uy      13.3132     -33.8000
sn2007uy      11.3262     -6.80000
sn2007uy      10.4320     -4.80000
sn2007uy      5.26569      73.2000
sn2007uy      3.37799      103.800
sn2007uy      29.3090      12.2000
sn2007uy      61.7973      6.60000
sn2007uy      70.7390     -7.00000
sn2007uy      91.6031      9.60000
sn2007uy      156.977     -40.0000
sn2009er      8.01932      0.00000
sn2009er      7.05314      9.00000
sn2009er      5.21739      7.20000
sn2009er      4.15459     -9.00000
sn2009er      10.0483      8.60000
sn2009er      11.7874      3.40000
sn2009er      62.9952      0.00000
sn2009er      63.9614      1.40000
sn1998dt      11.3306      70.4000
sn1998dt      12.3159      56.2000
sn1998dt      15.1732      83.6000
sn1998dt      7.40000      121.200
sn1998dt      22.0701      72.8000
sn1998dt      23.0554      75.0000
sn1998dt      27.9818      81.0000
sn1998dt      32.0000      93.4000
sn2004dk     -16.9106     -4.60000
sn2004dk      18.0048      75.0000
sn2004dk      20.9890      72.6000
sn2004dk      49.8365      54.0000
sn2004gq     0.198679      98.4000
sn2004gq    -0.695378      103.800
sn2004gq     -1.68878      108.800
sn2004gq     -4.66897      62.6000
sn2004gq     -5.66236      46.4000
sn2004gq     -6.65576      43.2000
sn2004gq     -7.54982      27.2000
sn2004gq     -8.64256      21.4000
sn2004gq      16.0930      82.8000
sn2004gq      17.1858      88.0000
sn2004gq      18.0798      80.0000
sn2004gq      21.1594      82.4000
sn2004gq      25.0336      80.4000
sn2004gq      41.9214      55.2000
sn2004gq      69.7365      6.80000
sn2004gq      70.7299      4.60000
sn2004gq      72.7167      3.40000
sn2004gq      78.5777      3.00000
sn2004gq      84.5381     -2.60000
sn2004gq      89.5051     -5.80000
sn2004gv      26.5691      36.8000
sn2004gv      28.4318      28.6000
sn2004gv      32.5496      13.0000
sn2004gv      61.8638      5.80000
sn2005bf      31.4029      138.600
sn2005bf      30.6179      63.4000
sn2005bf      29.6365      79.2000
sn2005bf      28.6552      57.2000
sn2005bf      27.6738      57.8000
sn2005bf      26.6925      60.2000
sn2005bf      24.7298      42.0000
sn2005bf      13.7388      6.80000
sn2005bf      10.0097      11.6000
sn2005bf      9.81341      16.6000
sn2005bf      8.04700      25.6000
sn2005bf      7.06566      37.8000
sn2005bf      6.08432      30.4000
sn2005bf      4.12163      26.0000
sn2005bf      1.96268      5.40000
sn2005bf      33.5619      121.200
sn2005bf      34.5432      134.200
sn2005bf      35.3283      112.600
sn2005bf      37.4872      134.400
sn2005bf      38.4686      125.400
sn2005bf      40.4313      105.200
sn2005bf      54.9551      139.800
sn2005bf      56.9178      83.4000
sn2005bf      58.0954      149.200
sn2005bf      60.8432      111.400
sn2005bf      62.0208      154.400
sn2005bf      64.9648      189.200
sn2005hg     0.293745      32.4000
sn2005hg     -1.56664      32.2000
sn2005hg     -2.64371      34.0000
sn2005hg     -3.62286      33.6000
sn2005hg     -4.60201      28.8000
sn2005hg     -5.67907      53.2000
sn2005hg     -6.65822      53.0000
sn2005hg     -7.53946      45.8000
sn2005hg     -8.51861      48.4000
sn2005hg     -9.49776      76.2000
sn2005hg     -11.4561      54.0000
sn2005hg     -12.4352      47.2000
sn2005hg      12.8269      39.0000
sn2005hg      16.9393      36.8000
sn2005hg      26.6329      26.0000
sn2005hg      88.2215     -1.20000
sn2006ep      3.34981      77.8000
sn2006ep      19.0151      72.6000
sn2006ep      21.1826      72.8000
sn2006ep      22.8575      73.0000
sn2006ep      55.2718      261.200
sn2007C     -1.49164      22.0000
sn2007C     -5.46934      34.8000
sn2007C     -6.46376      84.6000
sn2007C     0.497212      10.6000
sn2007C      6.46376      41.0000
sn2007C      27.3467      61.4000
sn2007C      36.2965      47.6000
sn2007C      41.1692      24.0000
sn2007C      54.0967      6.80000
sn2007C      60.0632      4.80000
sn2007C      63.0465      4.20000
sn2007C      70.0075     -5.80000
sn2007ag      3.23306      16.6000
sn2007ag      12.9323      18.2000
sn2007kj      6.19144      15.0000
sn2007kj      11.0070     -8.20000
sn2007kj      99.5545     -14.6000
sn2008D     -11.6242     -27.8000
sn2008D     -12.6178     -4.00000
sn2008D     -13.5119     -10.0000
sn2008D     -14.6048     -6.60000
sn2008D     -14.9029      15.8000
sn2008D     -16.4925      32.6000
sn2008D     -19.6000     -7.80000
sn2008D      4.27216      8.80000
sn2008D      9.33914      31.8000
sn2008D      12.0217      36.4000
sn2008D      14.1081      43.6000
sn2008D      40.0000      34.0000
sn2008D      63.7843     -3.00000
sn2008D      128.400     -24.6000
sn2009iz      6.31048      128.600
sn2009iz      21.1007      93.4000
sn2009iz      27.0167      67.0000
sn2009iz      28.0027      81.4000
sn2009iz      28.9887      74.0000
sn2009iz      30.9608     -33.4000
sn2009iz      36.7782      79.6000
sn2009iz      57.4845      82.2000
sn2009iz      63.4006      34.6000
sn2009jf      21.0332      13.8000
sn2009jf      20.0411      11.8000
sn2009jf      17.0647      16.2000
sn2009jf      13.0961      20.8000
sn2009jf      23.0175      9.20000
sn2009jf      28.9703     -1.60000
sn2009jf      44.8444     -5.40000
sn2009jf      49.9043     -5.60000
sn2009jf      53.6744     -9.00000
sn2009jf      74.5091     -1.60000
sn2009jf      78.4777     -1.40000
sn2009jf      80.5611     -2.20000
sn2009jf      100.305     -6.00000
sn2009jf      106.257     -40.8000
