# name         phase        index
sn1987A      2.70000      132.400
sn1987A      3.70000      186.200
sn1987A      4.70000      139.800
sn1987A      7.70000      217.800
sn1987A      13.7000      347.600
sn1987A      17.7000      408.600
sn1987A      20.7000      414.400
sn1987A      26.7000      337.000
sn1987A      43.6000      405.400
sn1987A      60.6000      378.200
sn1987A      69.6000      413.800
sn1987A      72.6000      466.000
sn1987A      84.6000      485.000
sn1987A      94.6000      501.000
sn1987A      106.600      495.400
sn1987A      197.500      558.600
sn1999br      13.5000      202.400
sn1999br      16.4000      209.000
sn1999br      19.4000      663.000
sn1999br      23.4000      262.600
sn1999br      31.4000      251.600
sn1999br      39.4000      524.600
sn1999br      41.4000      1054.60
sn1999br      101.200      167.400
sn1999em     0.600000      41.4000
sn1999em      1.60000     -92.2000
sn1999em      2.60000      42.8000
sn1999em      3.60000     -123.800
sn1999em      4.60000      92.2000
sn1999em      5.60000      85.2000
sn1999em      6.60000      95.8000
sn1999em      7.60000      92.2000
sn1999em      8.60000      78.4000
sn1999em      9.60000      186.600
sn1999em      10.6000      186.200
sn1999em      15.6000      159.600
sn1999em      20.6000      130.000
sn1999em      23.5000      162.400
sn1999em      25.5000      616.000
sn1999em      29.5000      778.400
sn1999em      33.5000      787.600
sn1999em      36.5000      574.000
sn1999em      39.5000      758.200
sn1999em      43.5000      586.200
sn1999em      46.5000      689.400
sn1999em      47.5000      1061.80
sn1999em      48.5000      577.000
sn1999em      62.5000      300.200
sn1999em      75.4000      280.000
sn1999em      94.4000      940.400
sn1999em      95.4000      733.000
sn1999em      123.300      547.800
sn1999em      137.300      868.600
sn1999em      158.200      525.000
sn1999em      162.200      583.400
sn1999gi     0.200000      7.00000
sn1999gi      2.20000      38.8000
sn1999gi      3.20000      56.0000
sn1999gi      26.1000      262.400
sn1999gi      31.1000      389.400
sn1999gi      34.1000      617.400
sn1999gi      85.0000      278.000
sn1999gi      89.0000      478.200
sn1999gi      96.0000      402.200
sn1999gi      106.000      755.000
sn1999gi      110.000      329.400
sn1999gi      136.900      960.800
sn1999gi      138.900      857.600
sn1999gi      151.900      931.600
sn1999gi      167.900      942.400
sn2002gd      2.97338     -20.6000
sn2002gd      4.95563     -36.8000
sn2002gd      7.92901      6.20000
sn2002gd      8.92014      36.0000
sn2002gd      17.8403      207.600
sn2002gd      22.7959      218.800
sn2002gd      30.7249      140.200
sn2002gd      37.6628      339.800
sn2002gd      53.5208      416.600
sn2002gd      83.2546      219.800
sn2002gd      89.2013      279.400
sn2002gd      100.104      635.000
sn2002gd      110.015      397.600
sn2004dj      16.9926      293.800
sn2004dj      19.9913      519.800
sn2004dj      21.9905      339.000
sn2004dj      24.9892      526.200
sn2004dj      33.9853      354.800
sn2004dj      34.9848      515.200
sn2004dj      36.9840      463.400
sn2004dj      52.9770      535.800
sn2004dj      63.9723      434.000
sn2004dj      64.9718      478.200
sn2004dj      66.9710      524.600
sn2004dj      68.9701      509.600
sn2004dj      106.954      948.200
sn2004et      2.99952      221.000
sn2004et      8.99856      534.000
sn2004et      13.9978      722.200
sn2004et      16.9973      675.200
sn2004et      18.9970      738.200
sn2004et      28.9954      662.400
sn2004et      33.9946      620.600
sn2004et      41.9933      582.600
sn2004et      51.9917      608.000
sn2004et      64.9896      607.400
sn2004et      76.9877      718.000
sn2004et      90.9854      660.800
sn2004et      140.977      720.400
sn2004et      162.974      680.800
sn2004et      189.970      679.000
sn2005cs    -0.998466      87.0000
sn2005cs -4.64947e-10      63.0000
sn2005cs     0.998466      78.2000
sn2005cs      3.99386      115.800
sn2005cs      4.99233      261.600
sn2005cs      7.98773      156.000
sn2005cs      9.98466      66.4000
sn2005cs      12.9801      185.800
sn2005cs      13.9785      237.200
sn2005cs      29.9540      297.000
sn2005cs      31.9509      629.000
sn2005cs      39.9386      134.400
sn2005cs      56.9125      124.000
sn2005cs      57.9110      194.400
sn2005cs      101.844      749.600
sn2005cs      119.816      295.400
sn2005cs      129.801      240.200
sn2005cs      156.759      390.000
sn2005cs      162.750      400.800
sn2005cs      173.733      423.400
sn2005cs      189.708      278.600
sn2006bp      1.99344      1.20000
sn2006bp      2.99016      10.0000
sn2006bp      5.98032      66.6000
sn2006bp      7.97377      79.6000
sn2006bp      9.96721      151.400
sn2006bp      11.9606      100.400
sn2006bp      15.9475      226.600
sn2006bp      20.9311      383.200
sn2006bp      24.9180      531.800
sn2006bp      32.8918      638.000
sn2006bp      41.8623      649.400
sn2006bp      56.8131      747.400
sn2006bp      72.7606      753.000
sn2006ov      93.0000      388.200
sn2006ov      114.900      517.200
sn2006ov      120.900      1020.80
sn2006ov      167.700      747.400
sn2006ov      196.500      523.800
sn2009N      22.3000      440.600
sn2009N      23.3000      449.600
sn2009N      25.3000      26.8000
sn2009N      32.3000      488.000
sn2009N      33.3000      408.600
sn2009N      38.3000      656.800
sn2009N      39.3000      651.200
sn2009N      40.3000      625.800
sn2009N      57.2000      116.400
sn2009N      61.2000      430.200
sn2009N      71.2000      163.000
sn2009N      76.1000      208.600
sn2009N      84.1000      302.600
sn2009N      85.1000      212.400
sn2009N      88.1000      335.000
sn2009N      91.1000      267.400
sn2009N      96.1000      278.800
sn2009N      104.000      382.200
sn2009N      112.000      696.000
sn2009N      126.000      695.400
sn2012aw      1.00000     -12.2000
sn2012aw      3.00000      11.0000
sn2012aw      4.00000      17.8000
sn2012aw      5.00000     -15.6000
sn2012aw      6.00000      38.0000
sn2012aw      7.00000     -23.6000
sn2012aw      8.00000      30.6000
sn2012aw      9.00000     -1.00000
sn2012aw      10.0000      86.2000
sn2012aw      11.0000      43.2000
sn2012aw      12.3000      29.4000
sn2012aw      13.0000      88.2000
sn2012aw      14.2000      33.8000
sn2012aw      15.0000     -50.8000
sn2012aw      17.0000      95.6000
sn2012aw      22.9000      274.400
sn2012aw      26.0000      30.8000
sn2012aw      28.9000      139.800
sn2012aw      39.9000      238.800
sn2012aw      45.9000      286.400
sn2012aw      46.9000      694.800
sn2012aw      47.9000      509.200
sn2012aw      55.9000      589.400
sn2012aw      61.8000      694.200
sn2012aw      76.8000      550.000
sn2012aw      91.8000      1016.60
sn2013am      2.50000      612.400
sn2013am      3.50000      950.000
sn2013am      7.50000      575.800
sn2013am      9.50000      437.000
sn2013am      11.5000      537.200
sn2013am      12.5000      381.600
sn2013am      15.5000      313.600
sn2013am      19.4000      557.000
sn2013am      22.4000      327.600
sn2013am      26.4000      709.000
sn2013am      28.4000      280.800
sn2013am      32.4000      442.400
sn2013am      65.3000      412.400
sn2013am      82.3000      380.800
