# name         phase        index
sn2013am      3.50000      101.200
sn2013am      7.50000      19.2000
sn2013am      9.50000      16.0000
sn2013am      11.5000      40.8000
sn2013am      12.5000      50.6000
sn2013am      15.5000      83.8000
sn2013am      19.4000      79.2000
sn2013am      22.4000      115.800
sn2013am      26.4000      128.000
sn2013am      28.4000      129.400
sn2013am      32.4000      129.400
sn2013am      65.3000      39.8000
sn2013am      82.3000      19.6000
