# name         phase        index
sn1987A      2.70000      131.600
sn1987A      3.70000      126.400
sn1987A      4.70000      82.8000
sn1987A      7.70000      118.200
sn1987A      13.7000      95.8000
sn1987A      17.7000      71.8000
sn1987A      20.7000      83.0000
sn1987A      26.7000      58.0000
sn1987A      43.6000      71.0000
sn1987A      60.6000      74.6000
sn1987A      69.6000      75.4000
sn1987A      72.6000      81.4000
sn1987A      84.6000      80.6000
sn1987A      94.6000      78.4000
sn1987A      106.600      71.4000
sn1987A      127.500      40.6000
sn1987A      197.500      25.4000
sn1999br      13.5000      42.6000
sn1999br      16.4000      54.8000
sn1999br      19.4000      75.4000
sn1999br      23.4000      113.400
sn1999br      31.4000      145.000
sn1999br      39.4000      207.000
sn1999br      41.4000      1.20000
sn1999br      101.200      28.8000
sn1999em     0.600000      17.0000
sn1999em      1.60000     -114.000
sn1999em      2.60000      20.4000
sn1999em      3.60000     -166.000
sn1999em      4.60000      39.0000
sn1999em      5.60000      130.000
sn1999em      6.60000      56.6000
sn1999em      7.60000      78.0000
sn1999em      8.60000      100.800
sn1999em      9.60000      42.8000
sn1999em      10.6000      48.6000
sn1999em      15.6000      104.400
sn1999em      20.6000      108.400
sn1999em      23.5000      113.600
sn1999em      25.5000      81.0000
sn1999em      29.5000      71.0000
sn1999em      33.5000      73.6000
sn1999em      36.5000      105.600
sn1999em      39.5000      121.000
sn1999em      43.5000      97.4000
sn1999em      46.5000      113.000
sn1999em      47.5000      121.200
sn1999em      48.5000      250.800
sn1999em      62.5000      102.800
sn1999em      75.4000      75.2000
sn1999em      94.4000      121.000
sn1999em      95.4000      364.800
sn1999em      123.300      112.600
sn1999em      137.300      64.8000
sn1999em      158.200      98.4000
sn1999em      162.200      39.2000
sn1999gi     0.200000      16.8000
sn1999gi      2.20000      51.4000
sn1999gi      3.20000      58.2000
sn1999gi      26.1000      77.6000
sn1999gi      31.1000      101.600
sn1999gi      34.1000      106.600
sn1999gi      85.0000      78.6000
sn1999gi      89.0000      121.400
sn1999gi      96.0000      69.2000
sn1999gi      106.000      188.400
sn1999gi      110.000      65.6000
sn1999gi      136.900      287.600
sn1999gi      138.900      172.400
sn1999gi      151.900      184.800
sn1999gi      167.900      117.200
sn2002gd      2.97338     -28.8000
sn2002gd      4.95563     -34.0000
sn2002gd      7.92901      76.0000
sn2002gd      8.92014      66.6000
sn2002gd      17.8403      57.6000
sn2002gd      22.7959      347.800
sn2002gd      30.7249      295.600
sn2002gd      37.6628      94.2000
sn2002gd      53.5208      145.400
sn2002gd      83.2546      76.8000
sn2002gd      89.2013      48.4000
sn2002gd      100.104      19.6000
sn2002gd      110.015      117.400
sn2004dj      16.9926      115.600
sn2004dj      19.9913      128.200
sn2004dj      21.9905      128.200
sn2004dj      24.9892      130.600
sn2004dj      33.9853      142.000
sn2004dj      34.9848      138.600
sn2004dj      36.9840      142.400
sn2004dj      52.9770      147.800
sn2004dj      63.9723      214.400
sn2004dj      64.9718      174.600
sn2004dj      66.9710      188.600
sn2004dj      68.9701      194.800
sn2004dj      106.954      6.20000
sn2004et      2.99952      14.8000
sn2004et      8.99856      70.0000
sn2004et      13.9978      100.000
sn2004et      16.9973      179.600
sn2004et      18.9970      108.800
sn2004et      28.9954      172.800
sn2004et      33.9946      209.400
sn2004et      41.9933      169.200
sn2004et      51.9917      173.000
sn2004et      64.9896      162.600
sn2004et      76.9877      143.400
sn2004et      90.9854      136.000
sn2004et      140.977      32.0000
sn2004et      162.974      13.4000
sn2004et      189.970      18.0000
sn2005cs    -0.998466      89.6000
sn2005cs -4.64947e-10      75.8000
sn2005cs     0.998466      85.2000
sn2005cs      3.99386      59.8000
sn2005cs      4.99233      30.2000
sn2005cs      7.98773      58.2000
sn2005cs      9.98466      91.0000
sn2005cs      12.9801      123.000
sn2005cs      13.9785      88.8000
sn2005cs      29.9540      78.0000
sn2005cs      31.9509      186.800
sn2005cs      39.9386      36.2000
sn2005cs      56.9125      20.6000
sn2005cs      57.9110      31.2000
sn2005cs      101.844      61.6000
sn2005cs      119.816      47.4000
sn2005cs      129.801      12.2000
sn2005cs      156.759      1.60000
sn2005cs      162.750      8.00000
sn2005cs      173.733      19.0000
sn2005cs      189.708     -15.2000
sn2006bp      1.99344      20.4000
sn2006bp      2.99016      37.6000
sn2006bp      5.98032      92.2000
sn2006bp      7.97377      99.8000
sn2006bp      9.96721      79.8000
sn2006bp      11.9606      16.8000
sn2006bp      15.9475      39.8000
sn2006bp      20.9311      26.6000
sn2006bp      24.9180      52.4000
sn2006bp      32.8918      74.4000
sn2006bp      41.8623      97.4000
sn2006bp      56.8131      121.600
sn2006bp      72.7606      140.000
sn2006ov      93.0000      98.2000
sn2006ov      114.900      81.8000
sn2006ov      120.900      175.400
sn2006ov      167.700      57.6000
sn2006ov      196.500      49.8000
sn2009N      22.3000      59.0000
sn2009N      23.3000      64.0000
sn2009N      25.3000      153.800
sn2009N      32.3000      93.2000
sn2009N      33.3000      93.2000
sn2009N      38.3000      105.000
sn2009N      39.3000      106.800
sn2009N      40.3000      107.600
sn2009N      57.2000      58.4000
sn2009N      61.2000      111.800
sn2009N      71.2000      73.8000
sn2009N      76.1000      86.4000
sn2009N      84.1000      90.4000
sn2009N      85.1000      68.0000
sn2009N      88.1000      66.2000
sn2009N      91.1000      71.6000
sn2009N      96.1000      71.6000
sn2009N      104.000      61.4000
sn2009N      112.000      104.400
sn2009N      126.000      156.400
sn2012aw      1.00000     -13.8000
sn2012aw      3.00000     -1.60000
sn2012aw      4.00000      80.6000
sn2012aw      5.00000      5.40000
sn2012aw      6.00000      8.20000
sn2012aw      7.00000     -38.6000
sn2012aw      8.00000      72.6000
sn2012aw      9.00000     -23.2000
sn2012aw      10.0000      141.000
sn2012aw      11.0000      76.6000
sn2012aw      12.3000      8.40000
sn2012aw      13.0000      139.000
sn2012aw      14.2000      26.2000
sn2012aw      15.0000     -69.2000
sn2012aw      17.0000      148.400
sn2012aw      22.9000      55.6000
sn2012aw      26.0000      71.4000
sn2012aw      28.9000      126.800
sn2012aw      39.9000      159.600
sn2012aw      45.9000      148.200
sn2012aw      46.9000      349.000
sn2012aw      47.9000      241.200
sn2012aw      55.9000      320.400
sn2012aw      61.8000      290.000
sn2012aw      76.8000      182.600
sn2012aw      91.8000      498.800
sn2013am      2.50000      112.600
