# name         phase        index
sn1993ac      6.90000      856.800
sn1993ac      10.8000      553.400
sn1994M      1.60000      1040.80
sn1994M      2.60000      980.800
sn1994M      3.70000      992.200
sn1994M      4.70000      1021.60
sn1994M      5.60000      997.600
sn1994M      6.60000      1046.80
sn1994M      11.5000      500.000
sn1994M      12.5000      564.000
sn1994M      39.8000      527.400
sn1994T    -0.200000      1080.60
sn1994T     0.800000      601.600
sn1994T      1.70000      1197.20
sn1994T      4.70000      729.200
sn1995al      6.40000      994.200
sn1995al      8.40000      873.400
sn1995al      10.4000      753.600
sn1995al      13.3000      691.800
sn1995al      15.4000      765.200
sn1995al      16.3000      796.800
sn1995al      18.3000      856.600
sn1995al      19.3000      871.400
sn1995al      25.2000      733.600
sn1995al      44.1000      812.000
sn1995al      67.9000      950.000
sn1995al      93.7000      771.600
sn1996Z      4.10000      993.000
sn1996Z      6.10000      737.000
sn1996Z      8.10000      589.800
sn1996Z      10.1000      662.600
sn1996Z      14.1000      678.000
sn1996Z      23.0000      761.000
sn1996bo      3.20000      1004.00
sn1996bo      5.10000      874.600
sn1996bo      7.00000      690.200
sn1996bo      9.10000      603.600
sn1996bo      11.1000      638.200
sn1997E     -3.70000      751.400
sn1997E      11.1000      451.000
sn1997E      20.0000      551.800
sn1997E      40.6000      720.000
sn1997bp    -0.200000      987.400
sn1997bp     -1.20000      992.800
sn1997bp     -3.10000      958.800
sn1997bp     0.800000      983.800
sn1997bp      1.80000      1012.00
sn1997bp      2.80000      992.800
sn1997bp      3.80000      945.200
sn1997bp      18.6000      824.000
sn1997bp      27.4000      654.600
sn1997bp      31.5000      579.000
sn1997bp      49.3000      881.800
sn1997bp      54.2000      928.400
sn1997bp      60.2000      976.600
sn1997bq     -5.60000      857.200
sn1997bq     -6.60000      830.800
sn1997bq     -7.70000      834.800
sn1997bq     -8.70000      850.800
sn1997bq     -9.70000      804.400
sn1997bq     -10.7000      770.400
sn1997bq     -11.7000      759.400
sn1997bq      9.20000      565.000
sn1997bq      11.2000      603.600
sn1997bq      12.2000      669.000
sn1997bq      19.1000      733.400
sn1997bq      40.9000      603.000
sn1997bq      46.8000      778.000
sn1997do     -6.50000      887.400
sn1997do     -7.50000      867.400
sn1997do     -10.6000      687.000
sn1997do     -11.5000      498.400
sn1997do      8.30000      832.400
sn1997do      10.2000      708.600
sn1997do      11.2000      610.600
sn1997do      12.1000      598.000
sn1997do      14.3000      617.600
sn1997do      15.3000      667.400
sn1997do      20.0000      796.200
sn1997do      21.0000      848.200
sn1997do      47.8000      762.000
sn1998dh    -0.500000      975.000
sn1998dh     -3.50000      926.200
sn1998dh     -5.40000      878.000
sn1998dh     -7.40000      875.600
sn1998dh     -8.40000      878.600
sn1998dh     -9.40000      876.000
sn1998dh      36.2000      606.200
sn1998dh      40.1000      703.400
sn1998dh      43.1000      756.600
sn1998dh      45.0000      808.200
sn1998ec     -2.90000      969.000
sn1998ec     -3.90000      983.400
sn1998ec      11.7000      685.200
sn1998ec      19.6000      885.400
sn1998ec      25.5000      713.000
sn1998ec      38.3000      607.000
sn1998ef     -3.50000      927.600
sn1998ef     -4.50000      924.800
sn1998ef      1.40000      997.800
sn1998ef      18.0000      696.600
sn1999cc    -0.200000      915.400
sn1999cc     -1.20000      909.200
sn1999cc     -3.10000      877.000
sn1999cc      1.70000      937.600
sn1999cc      18.2000      587.600
sn1999cc      23.0000      532.400
sn1999cc      24.9000      489.600
sn1999cl     -1.30000      1340.40
sn1999cl     -2.30000      1316.40
sn1999cl     -3.30000      1467.80
sn1999cl     -4.20000      1275.40
sn1999cl     -5.20000      1240.80
sn1999cl     -7.30000      745.000
sn1999cl     -8.20000      716.200
sn1999cl     0.700000      945.000
sn1999cl      4.60000      587.600
sn1999cl      7.60000      641.800
sn1999cl      37.4000      748.200
sn1999ej     -1.80000      901.600
sn1999ej      1.10000      919.000
sn1999ej      3.10000      933.800
sn1999ej      8.10000      495.000
sn1999ej      11.0000      444.200
sn1999gh      5.50000      713.200
sn1999gh      6.50000      573.200
sn1999gh      8.40000      476.200
sn1999gh      9.40000      567.800
sn1999gh      11.4000      628.800
sn1999gh      12.4000      629.400
sn1999gh      28.2000      585.600
sn1999gh      34.2000      666.600
sn1999gh      36.2000      709.600
sn1999gh      40.1000      737.000
sn1999gh      42.1000      769.000
sn1999gh      65.8000      759.400
sn1999gh      70.8000      680.200
sn1999gh      72.7000      657.000
sn2000cf      2.90000      896.800
sn2000cf      3.90000      895.600
sn2000cf      14.5000      418.600
sn2000cf      16.5000      558.400
sn2000cf      24.1000      690.800
